DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2006-0262-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Tripura provinces",Monsoonal rain,,No,No,No,,47020,Km2,26.6,94.02,Brahmaputra and tributaries,2006,5,31,2006,7,24,21,,504000,,504000,,,,,,,66.16033056,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1509,""adm1_name"":""Tripura""}]",06-01-2007,25-09-2023
2006-0263-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Kerala province,Monsoonal rain,,No,No,No,,42690,Km2,10.54,76.05,,2006,5,25,2006,6,2,32,,10800,,10800,,,,,,,66.16033056,"[{""adm1_code"":1495,""adm1_name"":""Kerala""}]",06-01-2007,25-09-2023
2006-0265-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Maharashtra, Gujarat provinces",Monsoonal rain,,No,No,No,,395400,Km2,18.73,75.23,,2006,5,31,2006,6,4,41,,,,,,,,,,,66.16033056,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""}]",06-01-2007,25-09-2023
2006-0342-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ballia, Chandauli districts (Uttar Pradesh province)",Monsoonal rain,,No,No,No,,13110,Km2,25.62,83.67,Ganges and tributaries,2006,6,24,2006,6,27,130,,300000,,300000,,,,,,,66.16033056,"[{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":70262,""adm2_name"":""Chandauli""}]",06-01-2007,25-09-2023
2006-0369-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Navsari, The Dangs districts (Gujarat)",Heavy rain,,No,No,No,,170100,Km2,22.41,71.31,,2006,7,4,2006,7,7,24,,8400,,8400,,,,,,,66.16033056,"[{""adm2_code"":17651,""adm2_name"":""The Dangs""},{""adm2_code"":70127,""adm2_name"":""Navsari""}]",06-01-2007,25-09-2023
2006-0370-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Gajapati, Rayagada districts (Orissa province)",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,31360,Km2,19.17,83.65,"Gajapati, Rayagada, Jhingiritial",2006,7,3,2006,7,8,33,,,,,,,,,,,66.16033056,"[{""adm2_code"":70213,""adm2_name"":""Gajapati""},{""adm2_code"":70224,""adm2_name"":""Rayagada""}]",06-01-2007,25-09-2023
2006-0389-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,,No,No,No,,,Km2,34.61,73.2,"Jelum, Chenab",2006,7,24,2006,8,22,15,,800,,800,,,,,,,66.16033056,"[{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",06-01-2007,25-09-2023
2006-0417-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,4474,165400,Km2,20.19,73.82,"Narmada, Pooma, Puma, Ambika",2006,7,28,2006,9,12,350,65,,4000000,4000065,,,407000,615172,3390000,5123916,66.16033056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",09-03-2007,25-09-2023
2006-0443-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Gujarat province,Monsoonal rain,,No,No,No,,,Km2,,,,2006,8,,2006,8,,,,50000,,50000,,,,,,,66.16033056,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""}]",17-08-2006,25-09-2023
2006-0469-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",Monsoonal rain,,No,No,No,,,Km2,,,,2006,8,18,2006,9,2,135,,20000,,20000,,,,,,,66.16033056,"[{""adm2_code"":17837,""adm2_name"":""Barmer""},{""adm2_code"":17848,""adm2_name"":""Jaisalmer""},{""adm2_code"":17853,""adm2_name"":""Kota""},{""adm2_code"":17860,""adm2_name"":""Udaipur""}]",09-03-2007,25-09-2023
2006-0510-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,Flood,No,No,No,,,Kph,19.73,83.75,,2006,9,18,2006,10,5,114,300,,150000,150300,,,,,,,66.16033056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""}]",07-01-2007,25-09-2023
2006-0548-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rai,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,32.89,73.88,"Jhelum, Sutlej, Lidder, Chenab, Tavi, Tawi, Munnawar Tawi",2006,8,31,2006,9,11,19,,15000,,15000,,,,,,,66.16033056,"[{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",07-01-2007,25-09-2023
2006-0549-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",Monsoonal rain,,No,No,No,,32700,Km2,27.59,81.52,"Rapti, Ghaghra, SAryu",2006,8,29,2006,9,4,42,,100000,,100000,,,,,,,66.16033056,"[{""adm2_code"":17893,""adm2_name"":""Bahraich""},{""adm2_code"":17896,""adm2_name"":""Bara Banki""},{""adm2_code"":17913,""adm2_name"":""Gonda""},{""adm2_code"":17921,""adm2_name"":""Lakhimpur Kheri""},{""adm2_code"":70261,""adm2_name"":""Balrampur""},{""adm2_code"":70277,""adm2_name"":""Shravasti""}]",07-01-2007,25-09-2023
2006-0601-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh provinces",Monsoonal rain and Cyclonic storm Ogni,,No,No,No,,40090,Km2,14.13,79.93,"Godavari, Krishna deltas",2006,10,26,2006,11,4,47,,225000,,225000,,,,,,,66.16033056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",15-03-2007,25-09-2023
2006-0712-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Orissa, Andhra Pradesh, Chhattisgarh provinces",Monsoonal rain,,No,No,No,,302800,Km2,18.1,81.53,,2006,8,1,2006,9,10,185,,2000000,,2000000,,,,,,,66.16033056,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""}]",08-01-2007,25-09-2023
2006-0731-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Madhya Pradesh, Maharashtra, Rajasthan provinces",Heavy rains and hailstorms,,No,No,No,,,Km2,,,,2006,3,9,2006,3,10,61,113,,,113,,,,,,,66.16033056,"[{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",08-03-2007,25-09-2023
2006-0734-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Madhya Pradesh province,,,No,No,No,,,Km2,,,,2006,10,1,2006,10,1,39,,,,,,,,,,,66.16033056,"[{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",09-03-2007,25-09-2023
2006-0740-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Gujarat provinces",,Rain,No,No,No,,,Kph,,,,2006,5,2,2006,5,2,76,,,,,,,,,,,66.16033056,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",09-03-2007,25-09-2023
2007-0207-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Rajasthan, Punjab, Delhi provinces",,,No,No,No,,44.9,°C,,,,2007,4,,2007,6,,72,,,,,,,,,,,68.04767383,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",18-06-2007,25-09-2023
2007-0225-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",Monsoonal rain,,No,No,No,,74890,Km2,26.26,94.02,Brahmaputra and tributaries,2007,6,18,2007,6,26,15,,200000,,200000,,,,,,,68.04767383,"[{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70088,""adm2_name"":""Hailakandi""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",13-07-2007,25-09-2023
2007-0238-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",Monsoonal rain,,No,No,No,,61700,Km2,22.02,72.25,Pooma,2007,7,1,2007,7,13,225,,63000,,63000,,,,,,,68.04767383,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm2_code"":17636,""adm2_name"":""Amreli""},{""adm2_code"":17639,""adm2_name"":""Bhavnagar""},{""adm2_code"":17641,""adm2_name"":""Jamnagar""},{""adm2_code"":17642,""adm2_name"":""Junagadh""},{""adm2_code"":17647,""adm2_name"":""Rajkot""},{""adm2_code"":17650,""adm2_name"":""Surendranagar""},{""adm2_code"":70130,""adm2_name"":""Porbandar""},{""adm2_code"":70121,""adm2_name"":""Junagadh""}]",13-12-2007,25-09-2023
2007-0239-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",Monsoonal rain,,No,No,No,,106600,Km2,21.03,77.52,,2007,7,1,2007,7,6,62,,10000,,10000,,,,,,,68.04767383,"[{""adm2_code"":17759,""adm2_name"":""Amravati""},{""adm2_code"":17777,""adm2_name"":""Raigarh""},{""adm2_code"":17778,""adm2_name"":""Ratnagiri""},{""adm2_code"":17779,""adm2_name"":""Sindhudurg""},{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""},{""adm2_code"":70184,""adm2_name"":""Mumbai city""}]",11-07-2007,25-09-2023
2007-0240-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,No,No,No,,74000,Km2,20.05,81.86,Mahanadi and tributaries,2007,6,30,2007,7,13,29,,50000,,50000,,,,,,,68.04767383,"[{""adm2_code"":17724,""adm2_name"":""Durg""},{""adm2_code"":70106,""adm2_name"":""Bilaspur""},{""adm2_code"":70115,""adm2_name"":""Mahasamund""},{""adm2_code"":70116,""adm2_name"":""Raipur""}]",13-12-2007,25-09-2023
2007-0250-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",Monsoonal rain and tropical cyclone,"Slide (land, mud, snow, rock)",No,No,No,,449300,Km2,14.94,78.16,"Krishna, Godavari and tributaries",2007,6,22,2007,7,4,127,,200000,,200000,,,,,,,68.04767383,"[{""adm2_code"":17548,""adm2_name"":""Anantapur""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17551,""adm2_name"":""East Godavari""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17563,""adm2_name"":""Prakasam""},{""adm2_code"":17569,""adm2_name"":""West Godavari""},{""adm2_code"":17679,""adm2_name"":""Belgaum""},{""adm2_code"":17682,""adm2_name"":""Bijapur""},{""adm2_code"":17688,""adm2_name"":""Hassan""},{""adm2_code"":17689,""adm2_name"":""Kodagu""},{""adm2_code"":17692,""adm2_name"":""Mysore""},{""adm2_code"":70157,""adm2_name"":""Bagalkot""},{""adm2_code"":17708,""adm2_name"":""Thrissur""},{""adm2_code"":17776,""adm2_name"":""Pune""},{""adm2_code"":70184,""adm2_name"":""Mumbai city""}]",11-03-2008,25-09-2023
2007-0311-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",Monsoonal rain,,No,No,No,,,Km2,23.92,91.23,,2007,7,21,2007,8,3,,,,,,,,,,,,68.04767383,"[{""adm2_code"":17886,""adm2_name"":""South Tripura""},{""adm2_code"":17887,""adm2_name"":""West Tripura""}]",07-08-2007,25-09-2023
2007-0320-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2007-000096,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",Monsoonal rain,,No,No,No,,483900,Km2,22.63,88.49,"Ganga, Brahmaputra, Meghana rivers",2007,7,3,2007,9,22,1103,,18700000,,18700000,,,,,,,68.04767383,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",04-08-2008,25-09-2023
2007-0364-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Himachal Pradesh province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,191400,Km2,31.24,76.53,"Tawi, Sutlej, Basantar",2007,8,12,2007,8,17,76,,15000,,15000,,,,,,,68.04767383,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""}]",06-09-2007,25-09-2023
2007-0415-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Gujarat province,Monsoonal rain,,No,No,No,,133800,Km2,22.68,70.93,,2007,8,8,2007,8,15,16,,,,,,,,,,,68.04767383,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""}]",14-12-2007,25-09-2023
2007-0467-IND,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,IND,India,Southern Asia,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",Tropical depression in Bay of Bengal,,No,No,No,,72010,Km2,20.91,86.4,"Brahmani, Baitarani, Burhabalang, Budhabalanga, Suvarnarekha, Kalo, Sunei, Jalaka, Kansabansha (Orissa), Hugli, Kangsabati, Keleghai, Silabati, Subarnarekha, Dulung, Bhagirathihad, Bhagirathiis, Bhagirati (West Be,gal",2007,9,22,2007,10,3,80,,7200000,,7200000,,,,,275000,404128,68.04767383,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17816,""adm2_name"":""Mayurbhanj""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70207,""adm2_name"":""Baleshwar""},{""adm2_code"":70209,""adm2_name"":""Bhadrak""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70217,""adm2_name"":""Kandhamal""},{""adm2_code"":70218,""adm2_name"":""Kendrapara""},{""adm2_code"":70219,""adm2_name"":""Khordha""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":70291,""adm2_name"":""East Midnapore""},{""adm2_code"":70292,""adm2_name"":""Kolkata""},{""adm2_code"":70294,""adm2_name"":""South 24 Parganas""},{""adm2_code"":70296,""adm2_name"":""West Midnapore""}]",04-10-2007,25-09-2023
2007-0469-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",Monsoonal rain,,No,No,No,,90280,Km2,15.71,79.88,"Tungabhadra, Pennar, Hundri, Kundu",2007,9,16,2007,10,7,94,,20000,,20000,,,,,,,68.04767383,"[{""adm2_code"":17548,""adm2_name"":""Anantapur""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":70163,""adm2_name"":""Gadag""}]",15-12-2007,25-09-2023
2007-0524-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu province",Heavy rain,,No,No,No,,76740,Km2,12.73,79.7,"Mamidikalva and other canals at Naidupet, Pannaiyar, Vellar, Gedilam, Paravanarul, Kollidam, Old Kollidam and the Manimautharu",2007,10,27,2007,11,1,29,,50000,,50000,,,,,,,68.04767383,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",26-11-2007,25-09-2023
2007-0556-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2007-000208,Cyclone 'Sidr',IND,India,Southern Asia,Asia,"West Bengal, Orissa provinces",,,No,No,No,,,Kph,,,,2007,11,15,2007,11,15,,,,,,,,,,,,68.04767383,"[{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""}]",01-08-2008,25-09-2023
2007-0596-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",Monsoonal rain,,No,No,No,,15360,Km2,20.45,86.2,"Bansadhara, Subamarekha, Jalaka, Kharasrota, Brahmani",2007,8,3,2007,8,27,15,,500000,,500000,,,,,,,68.04767383,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70219,""adm2_name"":""Khordha""}]",14-12-2007,25-09-2023
2007-0602-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",Monsoonal rain,,No,No,No,,103600,Km2,27.58,95.26,,2007,7,12,2007,10,10,96,,11100000,,11100000,,,,,,,68.04767383,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1501,""adm1_name"":""Meghalaya""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""}]",18-12-2007,25-09-2023
2007-0603-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Kerala province,Monsoonal rain,,No,No,No,,21120,Km2,10.39,76.31,,2007,7,16,2007,7,20,44,,35000,,35000,,,,,101151,148647,68.04767383,"[{""adm1_code"":1495,""adm1_name"":""Kerala""}]",18-12-2007,25-09-2023
2007-0674-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Jammu and Kashmir, Gujarat provinces",,,No,No,No,,1.9,°C,,,,2007,12,,2008,1,,47,,,,,,,,,,,68.04767383,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",19-03-2009,25-09-2023
2007-0683-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",Heavy rains,Rain,No,No,No,,,Km2,,,,2007,2,11,2007,2,16,40,8,,,8,,,,,,,68.04767383,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",28-03-2008,25-09-2023
2007-0687-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,Jammu and Kashmir province,,Rain|Snow/ice,No,No,No,,,°C,,,,2007,3,11,2007,3,14,66,25,,,25,,,,,,,68.04767383,"[{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",12-03-2008,25-09-2023
