DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2008-0062-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2008-000007,,IND,India,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),Heavy snow fall,,No,No,No,,,,,,,2008,2,8,2008,2,8,37,,,,,,,,,,,70.66008903,"[{""adm2_code"":72802,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72789,""adm2_name"":""Administrative unit not available""}]",31-07-2008,25-09-2023
2008-0130-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Tamil Nadu, Karnataka provinces",Heavy rain,,No,No,No,,144300,Km2,10.76,78.72,Bennihalla,2008,3,20,2008,3,28,37,,10278,,10278,,,,,2000,2830,70.66008903,"[{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",07-04-2008,25-09-2023
2008-0246-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2008-000089,,IND,India,Southern Asia,Asia,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1948,350600,Km2,25.18,91.54,Kelegai river,2008,6,11,2008,7,21,1063,,7900000,,7900000,,,,,123000,174073,70.66008903,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",18-03-2009,25-09-2023
2008-0285-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,No,No,No,,,Km2,,,,2008,7,5,2008,7,14,,,50000,,50000,,,,,,,70.66008903,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",12-01-2009,25-09-2023
2008-0415-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",Heavy monsoonal rain,,No,No,No,,75490,Km2,16.65,81.38,Munneru,2008,9,5,2008,9,11,74,,,,,,,,,,,70.66008903,"[{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17569,""adm2_name"":""West Godavari""}]",16-09-2008,25-09-2023
2008-0423-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2008,9,14,2008,9,21,173,,,2400000,2400000,,,,,,,70.66008903,"[{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",24-09-2008,25-09-2023
2008-0486-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2008-000145,,IND,India,Southern Asia,Asia,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province","River Kosi in Nepal discharged huge levels of water, monsoonal rains",Broken Dam/Burst bank,No,No,Yes,,80590,Km2,22.044,94.55,Brahmaputra river,2008,8,30,2008,9,8,47,,2600000,,2600000,,,,,20000,28305,70.66008903,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm2_code"":17595,""adm2_name"":""Begusarai""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17609,""adm2_name"":""Khagaria""},{""adm2_code"":17612,""adm2_name"":""Madhepura""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17618,""adm2_name"":""Pashchim Champaran""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17624,""adm2_name"":""Saharsa""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17632,""adm2_name"":""Vaishali""},{""adm2_code"":70094,""adm2_name"":""Araria""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":70104,""adm2_name"":""Supaul""}]",12-01-2009,25-09-2023
2008-0560-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:TC-2008-000237,,IND,India,Southern Asia,Asia,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",Tropical cyclone Nisha,,No,No,No,,,Km2,,,,2008,11,27,2008,12,4,54,,803740,,803740,,,,,,,70.66008903,"[{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17870,""adm2_name"":""Kanniyakumari""},{""adm2_code"":17876,""adm2_name"":""Pudukkottai""},{""adm2_code"":17878,""adm2_name"":""Ramanathapuram""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""},{""adm2_code"":70242,""adm2_name"":""Chennai""},{""adm2_code"":70243,""adm2_name"":""Cuddalore""},{""adm2_code"":70247,""adm2_name"":""Nagapattinam""},{""adm2_code"":70251,""adm2_name"":""Thiruvallur""},{""adm2_code"":70255,""adm2_name"":""Villupuram""},{""adm2_code"":70226,""adm2_name"":""Karaikal""},{""adm2_code"":70228,""adm2_name"":""Puducherry""}]",12-01-2009,25-09-2023
2008-0615-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",Monsoonal rain,,No,No,No,,283800,Km2,27.5,89.79,,2008,7,20,2008,8,8,142,,225000,,225000,,,,,,,70.66008903,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""}]",12-01-2009,25-09-2023
2008-0616-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, Haryana, Punjab, Himachal Pradesh, Uttarakhand, Jammu and Kashmir provinces",,,No,No,No,,4,°C,,,,2008,12,,2009,1,,70,,,,,,,,,,,70.66008903,"[{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",07-03-2010,25-09-2023
2008-0646-IND,No,nat-met-sto-san,Natural,Meteorological,Storm,Sand/Dust storm,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,Flood,No,No,No,,110,Kph,,,,2008,5,14,2008,5,14,111,50,,,50,,,,,25000,35381,70.66008903,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",25-03-2009,25-09-2023
2009-0130-IND,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,IND,India,Southern Asia,Asia,Kendrapara district (Orissa province),,Hail,No,No,No,,,Kph,,,,2009,3,31,2009,3,31,15,50,5000,4000,9050,,,,,,,70.40886176,"[{""adm2_code"":70218,""adm2_name"":""Kendrapara""}]",05-03-2010,25-09-2023
2009-0175-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Orissa, West Bengal, Bihar, Uttar Pradesh, Jharkhand, Andhra Pradesh provinces",,,No,No,No,,48,°C,,,,2009,4,14,2009,6,26,120,25,,,25,,,,,,,70.40886176,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",07-03-2010,25-09-2023
2009-0204-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000105,"Cyclone ""Aila""",IND,India,Southern Asia,Asia,"Sagar, Namkhana, Kakdwip, Pathar Pratima, Canning, Basanti, Mathurapur, Kultali villages (South 24 Parganas district, West Bengal province), Kolkata, North 24 Parganas, Haora, Hugli, Darjiling districts (West Bengal province)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,110,Kph,,,,2009,5,25,2009,5,25,96,,5100000,,5100000,,,,,,,70.40886176,"[{""adm2_code"":17948,""adm2_name"":""Darjiling""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":70292,""adm2_name"":""Kolkata""},{""adm2_code"":70293,""adm2_name"":""North 24 Parganas""},{""adm2_code"":70294,""adm2_name"":""South 24 Parganas""}]",06-01-2010,25-09-2023
2009-0240-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Bihar, Jharkhand provinces",,,No,No,No,,,Kph,,,,2009,6,28,2009,6,29,35,12,,,12,,,,,,,70.40886176,"[{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""}]",08-03-2010,25-09-2023
2009-0303-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Delhi province,Torrential rain,,No,No,No,,,Km2,,,,2009,7,29,2009,7,29,11,,,,,,,,,,,70.40886176,"[{""adm1_code"":1489,""adm1_name"":""Delhi""}]",13-08-2009,25-09-2023
2009-0315-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Pithoragarh district (Uttarakhand province),Torrential rain,,No,No,No,,,,,,,2009,8,8,2009,8,8,45,,,,,,,,,,,70.40886176,"[{""adm2_code"":17932,""adm2_name"":""Pithoragarh""}]",05-03-2010,25-09-2023
2009-0383-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Lal, Bahadur, Shastri, Nagar slums (Mumbai Suburban district, Maharashtra province)",,,No,No,No,,,,,,,2009,9,3,2009,9,3,10,,,,,,,,,,,70.40886176,"[{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",01-10-2009,25-09-2023
2009-0403-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese Encephalitis and Acute Encephalitis Syndrome,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,Vaccinated,,,,2009,1,,2009,10,,311,,1521,,1521,,,,,,,70.40886176,,06-01-2010,25-09-2023
2009-0409-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000194,,IND,India,Southern Asia,Asia,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",Monsoon rain,,No,No,No,,,Km2,,,,2009,7,,2009,9,,992,,1886000,,1886000,,,,,220000,312461,70.40886176,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""}]",05-03-2010,25-09-2023
2009-0429-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000217,,IND,India,Southern Asia,Asia,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",Torrential rains,,Yes,No,No,728,309700,Km2,15.71,78.23,Tungabhadra and Krishna rivers,2009,9,25,2009,10,12,355,,4100000,,4100000,,,51000,72434,2150000,3053593,70.40886176,"[{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm2_code"":17548,""adm2_name"":""Anantapur""},{""adm2_code"":17550,""adm2_name"":""Cuddapah""},{""adm2_code"":17552,""adm2_name"":""Guntur""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17556,""adm2_name"":""Krishna""},{""adm2_code"":17557,""adm2_name"":""Kurnool""},{""adm2_code"":17558,""adm2_name"":""Mahbubnagar""},{""adm2_code"":17560,""adm2_name"":""Nalgonda""},{""adm2_code"":17679,""adm2_name"":""Belgaum""},{""adm2_code"":17680,""adm2_name"":""Bellary""},{""adm2_code"":17681,""adm2_name"":""Bidar""},{""adm2_code"":17682,""adm2_name"":""Bijapur""},{""adm2_code"":17685,""adm2_name"":""Dakshin Kannad""},{""adm2_code"":17686,""adm2_name"":""Dharwad""},{""adm2_code"":17687,""adm2_name"":""Gulbarga""},{""adm2_code"":17693,""adm2_name"":""Raichur""},{""adm2_code"":17696,""adm2_name"":""Uttar Kannand""},{""adm2_code"":70157,""adm2_name"":""Bagalkot""},{""adm2_code"":70162,""adm2_name"":""Davanagere""},{""adm2_code"":70163,""adm2_name"":""Gadag""},{""adm2_code"":70164,""adm2_name"":""Haveri""},{""adm2_code"":70165,""adm2_name"":""Koppal""}]",12-05-2014,25-09-2023
2009-0443-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Jainta Hills district (Meghalaya province),Torrential rain,Broken Dam/Burst bank,No,No,No,,,Km2,,,,2009,10,9,2009,10,9,20,,,,,,,,,,,70.40886176,"[{""adm2_code"":17795,""adm2_name"":""Jaintia Hills""}]",16-10-2009,25-09-2023
2009-0483-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,35730,Km2,11.47,77.85,,2009,11,3,2009,11,8,70,8,,,8,,,,,64000,90898,70.40886176,"[{""adm2_code"":17873,""adm2_name"":""Nilgiris""}]",05-03-2010,25-09-2023
2009-0595-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2010-000013,,IND,India,Southern Asia,Asia,"Srinagar city ('72808' district, '40424' Jammu and Kashmir province), Uttar Pradesh, Himachal Pradesh, Delhi, Bihar provinces",,,No,No,No,,-9,°C,,,,2010,1,2,2010,1,13,100,,,,,,,,,,,71.56359558,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":72808,""adm2_name"":""Administrative unit not available""}]",04-08-2010,25-09-2023
2009-0609-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Phyan,IND,India,Southern Asia,Asia,"Gujarat, Madhya Pradesh, Maharashtra provinces",,,No,No,No,,,Kph,,,,2009,11,11,2009,11,12,20,,,,,,,,,300000,426083,70.40886176,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",08-03-2010,25-09-2023
2009-0638-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",Heavy rains,,No,No,No,,,Km2,,,,2009,8,26,2009,8,28,52,,,,,,,,,,,70.40886176,"[{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17624,""adm2_name"":""Saharsa""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""}]",05-03-2010,25-09-2023
2009-0640-IND,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,Hail,No,No,No,,,Kph,,,,2009,5,11,2009,5,11,32,23,,,23,,,,,,,70.40886176,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",16-07-2010,25-09-2023
2009-0641-IND,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,Flood,No,No,No,,,Kph,,,,2009,6,7,2009,6,7,20,,,,,,,,,,,70.40886176,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",08-03-2010,25-09-2023
